id,name,place_id,address,lat,lng,island,region,phone,website_url,rating,review_count,opening_hours,google_maps_url,photo_url,description,price_min_nzd,price_max_nzd,tags,booking_url
109,New Plymouth Golf Club Cafe,ChIJjX64-XdRFG0RIW-i1565k7Q,"24 Golf Course Lane, Fitzroy, New Plymouth 4312, New Zealand",-39.0413006,174.12511229999998,North Island,Taranaki,+64 6 755 1349,http://www.newplymouthgolf.co.nz/catering-and-functions,4.3,57,"['Monday: Closed', 'Tuesday: 7:30\u202fAM\u2009–\u20095:30\u202fPM', 'Wednesday: 7:30\u202fAM\u2009–\u20095:30\u202fPM', 'Thursday: 7:30\u202fAM\u2009–\u20095:30\u202fPM', 'Friday: 7:30\u202fAM\u2009–\u20095:30\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20095:30\u202fPM', 'Sunday: 9:00\u202fAM\u2009–\u20095:30\u202fPM']",https://maps.google.com/?cid=13011947840277212961&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://places.googleapis.com/v1/places/ChIJjX64-XdRFG0RIW-i1565k7Q/photos/AcnlKN0jRVrt76y2b2GyzGKmTHailtZiEa5Hq8Go_u6lIwfLPUJQ-tirbQmmMx9A3baYxHcONPGHIsMlxa7J-YJc70n9_n0rtthvcBujctUckK22AP2tuMfUSNrXVnu0slw-5SHzhWSQvyV5Cqnh_UAI-CssJoqW4K-_7gTRAtjNtDaP-j7eCcck0ZOlseycGyG2YzBCql7sIHHk8EfPgKbTcDBfSJZuknwzS_59ISuGNUrG2QjRDwVDAVuqB0CrjbkqAqMppZlFGfNfkuS4OgK_yxfbpOmE3dlfM6d18AgDOfevx7jJQZ2aTCwjfsjnvC60f_LeTOnUNDD4uorWvatyQ8wfz2Wc52GvEMiFFlw6gNR47RprkJs6QdTBt9EqVm2qViTAbCosZHRYgDttNjysdgJdbbyqeRx1GFecLrLW8Pc/media?maxWidthPx=800&key=AIzaSyC8TIk0MnhD2IRSUvuND9nW3i6A344sGGI,"Golf club in Taranaki, North Island, offering a peaceful playing environment. Rated 4.3/5 (57 reviews) on Google.",20,30,"['coast', 'local', 'value']",
110,Ngaruawahia Golf Club,ChIJt7stfmk7bW0Rmz3K64L8fks,"RD 8, 5925 Great South Road, NGARUAWAHIA, Hamilton 3288, New Zealand",-37.6860211,175.1738345,North Island,Waikato,+64 7 824 8006,https://www.golfwaikato.co.nz/,4.5,245,,https://maps.google.com/?cid=5440063039141985691&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://places.googleapis.com/v1/places/ChIJt7stfmk7bW0Rmz3K64L8fks/photos/AcnlKN2rn01zYyyZMLZHMEhwoXrPXdaL9z9nKtdSALFeEs9HoGN0zupqirlDfSBTqCcq-6qLnPSNMdpmyN5kYzZ-bfMg_Pl90RUle3o9Zy6pgp2s4WfaHRR0TekbIc4XxOaEGWEesyIiCYzyWo5Hc-1fx3Lgc6vIaXJD5X6iHOxXhq5V5OBhqueeO82M3BUt0_WaRVxDSyC1lwmawPwnkKfxtqkEDWm2FVBDiHR65CGQvTfklbefkBWfXfX_DbGpxGsbuUWIh0rs_z6-SD_S7d9sV8KxD9TW28y4GP9O-4dAW385VY6D7FLdyGcNeOVWwONarthS5rpirGUUsSM6qtpnl7YQXhr6g7xLiR4BKjsiGWLIAF8oaMe0fPTQRyV86B37hoWeK5AqKOG58WTWeHknjKu-SklinffVyPDb2c9aQ1qRkcjx/media?maxWidthPx=800&key=AIzaSyC8TIk0MnhD2IRSUvuND9nW3i6A344sGGI,"Golf club in Waikato, North Island, offering a peaceful playing environment. Rated 4.5/5 (245 reviews) on Google.",50,120,"['coast', 'local', 'mid']",
111,Ngāhinapōuri Golf Club,ChIJiz0vUrXYbG0RP5TNUWIHIxg,"24 Reid Road, Ngāhinapōuri 3882, New Zealand",-37.8989756,175.2027492,North Island,Waikato,+64 7 825 2760,http://www.countrygolf.co.nz/,4.8,83,"['Monday: 6:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 6:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 6:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 6:00\u202fAM\u2009–\u20093:30\u202fPM', 'Friday: 6:00\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: 6:00\u2009–\u200910:00\u202fAM, 3:00\u2009–\u20099:00\u202fPM', 'Sunday: 6:00\u202fAM\u2009–\u20099:00\u202fPM']",https://maps.google.com/?cid=1739241999955760191&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://places.googleapis.com/v1/places/ChIJiz0vUrXYbG0RP5TNUWIHIxg/photos/AcnlKN2PsHgczaSSjBERNUKRoax3kJmDiAQ_NggydrCOfLuQMoecSlcDI6WIfniNJgvzbFU_M2Pz221s8cJ_nIGoNL42ENJp7D_7fxtBPGiWsBzgOPbSCZat_wwNrYQ9idQWSyJIW6fxwruHK6yuZEpu4Gt8sYNuyayheaOicbpu0ByYhDCKdmsXfzRaT83sF7z-PIh3Owy99GP03szmEk2AWWbuAvFnGFEotrck0AyiH-IeIc2Xxv3fTLYABXBcfGbWV-bB1ejVxXViREpUE9Raki9nRKIdbR8JQeo89U2hasdWOSI-u1OAt1DSYP1JCnpus-P4hpVaPnXLeevsESYY_2iG6JTCY1ws6t6Z1-MRXcuvu0AsX9NmXagnhsKVNI6yEkjFff8OXLgv741MOHgiiDF_o0AOINcHNTOMpAu9Y2KLIA/media?maxWidthPx=800&key=AIzaSyC8TIk0MnhD2IRSUvuND9nW3i6A344sGGI,"Golf club in Waikato, North Island, offering a peaceful playing environment. Rated 4.8/5 (83 reviews) on Google.",50,120,"['coast', 'local', 'mid']",
112,Nopera Golf Course,ChIJ4QaORa41OW0RIvC_H_3vk-M,"Nopera Bay Golf Club 6771 Kenepuru Road, Nopera 7282, New Zealand",-41.1710336,173.96767150000002,South Island,Marlborough,,https://www.facebook.com/noperagolf/,5,12,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",https://maps.google.com/?cid=16398714538624544802&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://places.googleapis.com/v1/places/ChIJ4QaORa41OW0RIvC_H_3vk-M/photos/AcnlKN0vvnTDbDB9VZwxiBuj-iIL1Y1s1J0m5RZbka1WDZeWZ25FjtGi491rh4xJ5WIwe_3hCA9xbDveHTqgQRp0lkorb2rG5JFmFDjAOFBVlNP8-pR0Y7fq81E9SueAjMhQJyLBmjaycH9_9cwKvUw6OzNKsf26W-T1JY6CuU6jS-EgLF0Wi9q6V7AWklpWxg27oRWcfP4E8JiRRJ8Xxc3f6WLr0IjUJlagYlf7V_Fy1GpSXr7vu0oDdVJ1jEDsQ-QZVBuBztj1IHl3T5-z5C4ix9dbPgqhQb7gWOJdX6Bhx16R6zSBKT3Ve86eNnh-2nBf7pQ8c8_LRpFNCGHVXRkC1LMqxhL1JzOqHrUQLnXHv2VblrvmEPJhPgGpbxUmLwl7QhLd61N8YOi3y7dQkQWZp8xFm8YtWydKAWgNBJ7s2VJJGtQ/media?maxWidthPx=800&key=AIzaSyC8TIk0MnhD2IRSUvuND9nW3i6A344sGGI,"Golf course in Marlborough, South Island, featuring stunning coastal views. Rated 5/5 (12 reviews) on Google.",50,120,"['coast', 'local', 'mid']",
113,North Otago Golf Club,ChIJU1gPiqOZKagRdO3Qy37Ovck,"Beach Road, Awamoa 9495, New Zealand",-45.12014,170.9566802,South Island,Otago,+64 3 434 6169,https://www.facebook.com/profile.php?id=100063544391488,4.6,37,,https://maps.google.com/?cid=14537002216202497396&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://places.googleapis.com/v1/places/ChIJU1gPiqOZKagRdO3Qy37Ovck/photos/AcnlKN0joSFHSrOHHdxn-lX8_LXiH3f0XFeMO51tNqupU8uRQ3cwGeZEsFVN-OAJZWt1BuaW48g3xNvnKrBmToHgTbsbTLxbwd5W8dGn8NHjIMzKw46vRqHgdo8408gvxTezYJ-QgfRyKepHwoZf6cbLgT0uEwL9k5NX9LStLA3Ah00PJ7BTv3QqGYr2LH9A5iCYbfMh8_jxzi5drFDnUrBfPkaVaRbQIZosFYtJ2vOvcsZEHrddGGk9FZPc46fjnyt42UcnjOvitFeH4TazY-oT_gW2KKasTydptV92pWM_ydQCz_kfnOC1czshoG5zIfNjJur-zAN0fMPptQxzQdDCd94fL0S_GKUhoDWPl3diNAfSl3BT42bdea82kfk1KBwod7XomKcDy1azAdSVliJwAjgYx7TRKhDGVMHloZXNG66eEGUR3JUAN6iaTLLMDK0F/media?maxWidthPx=800&key=AIzaSyC8TIk0MnhD2IRSUvuND9nW3i6A344sGGI,"Golf club in Otago, South Island, featuring stunning coastal views. Rated 4.6/5 (37 reviews) on Google.",80,180,"['coast', 'local', 'mid']",
114,North Shore Golf Club,ChIJv6paagE8DW0R4OqbJGLvAA8,"51 Appleby Road, Albany, Auckland 0632, New Zealand",-36.749197699999996,174.6860466,North Island,Auckland,+64 9 415 9924,http://www.northshoregolfclub.co.nz/,4.5,266,"['Monday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Sunday: 8:00\u202fAM\u2009–\u20096:00\u202fPM']",https://maps.google.com/?cid=1081127115368950496&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://places.googleapis.com/v1/places/ChIJv6paagE8DW0R4OqbJGLvAA8/photos/AcnlKN18lfGiQveD2Be7-eUXv6Gx8uOr-4vc4vo4Ri4GYYVorxYmjCMPWHvxdZYNaXQqd98-qcTBaP8u32eYK83DFEghMaj4I5ONg6VhxuRuRXPRWujfnNOoY0Bjkc0IfYIF5-gbqmYVkcNLZwS74jr_3Qa7rf-hLtyFRzNMoXUxav5gKm7tcEAj-5qAvZXGvqmq4ZmCprh0gRW4n0ltCRLGUVk2MYI5I_e2GT7Eojlr9P7TrSGCYNSs8ZMTa44v_uhKvsnyAXRQJ6W7aAVx7ud356Otsn1aGsmer8zoIajh67Qd136CIxAEPl9yh9YjDWGNwFgjjvfFIFtHSIOFYnccMLPoYqvRyehb6xB_UWQ2HUaLMkPmosj8bvsoiH5xXZNnTUE29LZWI5jTwyLE9bCDfYB41qDv9cWcMAW0TRrB3Z6GVZUm/media?maxWidthPx=800&key=AIzaSyC8TIk0MnhD2IRSUvuND9nW3i6A344sGGI,"Golf club in Auckland, North Island, featuring stunning coastal views. Rated 4.5/5 (266 reviews) on Google.",50,120,"['coast', 'local', 'mid']",
115,Northern Wairoa Golf Club,ChIJPbCrUH4ODG0Rot3IihkMOIg,"Baylys Coast Road, Dargaville 0377, New Zealand",-35.954138400000005,173.7589931,North Island,Northland,+64 9 439 6599,https://www.northernwairoagolf.co.nz/,4.8,92,,https://maps.google.com/?cid=9815608691696131490&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://places.googleapis.com/v1/places/ChIJPbCrUH4ODG0Rot3IihkMOIg/photos/AcnlKN07TwU_MUJ_yewBM888ATYZxT2ou7rxKhe7TdIrLzqv5D5aRA1SRUyiiSvqwVw8hrbvbqo0MG03FViukI9FjwJ3Z_8HsKGF1HrYrkhU4Zpj3hK6fZXFkQvu-bYcMFsRq1sHx6h5sot2mx0jJg7ku6Qjg5Sne8nbE7X-u2IIZ1b2xiFiVXFSja5fQ_7L_aC82GU4PIqlxfHGLLQHsvidjVM7MQGs8C30pIFNZbo1CxgsCZ83a2WpUIpyQ2-lF6CG3KAqJie48gpbGMscuRwRYoZUhOa1vrEpQ7D8XcXoepkEhasFyuVYpo8rOwmFMRrozlv_WmvpTPqZ9RL2bEOntBvmo5voamXjhVG4_zE68d6FMVSByr0KtqQheK0mt9oxQtdevjjwqRTH7mKSCWjk0ISzNtUHLLBpOIRYyIBKJCg2Uy1O/media?maxWidthPx=800&key=AIzaSyC8TIk0MnhD2IRSUvuND9nW3i6A344sGGI,"Golf club in Northland, North Island, featuring stunning coastal views. Rated 4.8/5 (92 reviews) on Google.",50,120,"['coast', 'local', 'mid']",
116,Northland Golf Club,ChIJVVVVVVVVOm0RBpiEfIM1Zmg,"160A Pipiwai Road, Te Kamo, Ngararatunua 0176, New Zealand",-35.673806899999995,174.28210249999998,North Island,Northland,+64 9 435 0042,http://www.northlandgolfclub.co.nz/,4.5,146,"['Monday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Sunday: 8:00\u202fAM\u2009–\u20095:00\u202fPM']",https://maps.google.com/?cid=7522759066415044614&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://places.googleapis.com/v1/places/ChIJVVVVVVVVOm0RBpiEfIM1Zmg/photos/AcnlKN3PfbawKVwej7fhNRr12jH6OXokbuDh9vQhAxPCLQA2gGH9uRp1Xfu6tipVHnnpoyAGbxuIO5LOUcegl84ybrESwwvtGZxbllFQtxzvIXXsNZxV8m08_Gk8Ktr3k_fa5qc7r5zNexFWsivUX0MEPvAUguIRYhhzgeBMytYGlbhQefBJQEXOEMr8PdzFHTQHuYLroIjOQzk88PzJlPNcVNTcuF_LyJmMJMDcSvYkILmTtuX_qcGd7fLxYSYETd7in1jn8RqkhmnfZGpK8oPU0tKJCMqY2kKEhr8Sgpc3kakNjH2gKg1_KEASq7iqYatqvhciWMpEMUGoe2-mKpb4hqmQ0Cxt_9RxbC0fs_-GKXNRi6nQxYNSKslVRyG7h_Q9Tyiu9pjsc8hBYjWeWspV5DFM_DRYjTnuo9y__TpndG8M52Dg/media?maxWidthPx=800&key=AIzaSyC8TIk0MnhD2IRSUvuND9nW3i6A344sGGI,"Golf club in Northland, North Island, offering a peaceful playing environment. Rated 4.5/5 (146 reviews) on Google.",50,120,"['coast', 'local', 'mid']",
117,Ohariu Valley Golf Club,ChIJaeS-t3GtOG0RF1rzSPttxRg,"714 Ohariu Valley Road, Ohariu, Wellington 6037, New Zealand",-41.193050299999996,174.7858123,North Island,Wellington,,https://ohariugolf.org.nz/,4.7,36,,https://maps.google.com/?cid=1784953753350396439&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://places.googleapis.com/v1/places/ChIJaeS-t3GtOG0RF1rzSPttxRg/photos/AcnlKN2JmiVj6FcqHovcZTuzFUkqZnhYr7vXEza1hK-RpWMjwWXwAcNywsj91WMIFsxORVSiUqsZbMqkMAuVwCMr5288zIkT6kbvwZvxN9KFeuVT-lfXJOF7zjqF_M-8fIf6qhckQgmcuXtEl8Ayn7B86a7OuBW4YqSe-soVlCgvuf7i8Uyhv6qMY15RhF9LnokzYd2SEgZJrdRjt4VXAafjB1ueZFTezavffmg0IA59PjLSFAjXD1d1GPsf8775g5Y-TiacDMA5O3iTAGkz3lrjZbk_z6rTiyK3g_V_mesd-qIdRJRV7gylhUKkDzekS-WM1j1Tgc8iugmA6V3Di-uy_JKTwgz24NKXSCwXYIW7weC-x3MTOfSpxWaGlT_mGeeuP2BvYHT5CDXtMFQAI0xhA4Rn1QQS23XcTEukVLC4DG0/media?maxWidthPx=800&key=AIzaSyC8TIk0MnhD2IRSUvuND9nW3i6A344sGGI,"Golf club in Wellington, North Island, offering a peaceful playing environment. Rated 4.7/5 (36 reviews) on Google.",50,120,"['coast', 'local', 'mid']",
118,Ohope Beach Golf Links,ChIJ3xDLzFQIb20RX3byO9ghfDY,"541 Harbour Road, Ōhope 3121, New Zealand",-37.9877124,177.13225,North Island,Bay of Plenty,+64 7 312 4486,http://www.ohopegolf.co.nz/,4.5,95,"['Monday: 7:00\u202fAM\u2009–\u20097:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u20097:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u20097:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u20097:00\u202fPM', 'Saturday: 7:00\u202fAM\u2009–\u20097:00\u202fPM', 'Sunday: 7:00\u202fAM\u2009–\u20097:00\u202fPM']",https://maps.google.com/?cid=3926050187762628191&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://places.googleapis.com/v1/places/ChIJ3xDLzFQIb20RX3byO9ghfDY/photos/AcnlKN3SGpoaYXoE-c68aZWqGJkAigDNxiXHqhziQra_ia-FpEILZCAvBXswKDIN9pj5dQOKctnRBDKYP4UUs4BC32cvtXPTqniQKTNvcIZb611MgA6ODIJj5RVqsnsLEWQOeurfVghd2YpLzbBey_SRBSywmUMDqHNIG9kqtngCUiiHx6KMd1kzBiS_Stphz4VLlyWtf0jnV4Jt5GUICWMyn5BDcyv5cSHGgnEvW3M9KcZrdGzRX04xNVuClNvLumx91dpCGGq58wnPCJY2-pdPIURKhpR_aIXPsxoIW9jNvjdMsruHIDoy0sn9ZDSds1667v6jHBC0WA7q32ySY6gDCCRFGUBMU7RbBSh6qm9tH0grl3cNzlP3gax-vfRhn7T5FZ6s9PIX8L7A9A7E1_8qgzHEGGU_8FIEsegL0Jn2SKUn0Q/media?maxWidthPx=800&key=AIzaSyC8TIk0MnhD2IRSUvuND9nW3i6A344sGGI,"Links-style in Bay of Plenty, North Island, featuring stunning coastal views. Rated 4.5/5 (95 reviews) on Google.",120,300,"['coast', 'links', 'premium']",
119,Okaihau Golf Club,ChIJ9UvSozbEC20RTmGssUDKTF8,"660 Waiare Road, Ōkaihau 0475, New Zealand",-35.283131,173.8302464,North Island,Northland,+64 9 401 9223,https://www.facebook.com/Okaihaugolfcourse/,4.7,41,,https://maps.google.com/?cid=6867085911040745806&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://places.googleapis.com/v1/places/ChIJ9UvSozbEC20RTmGssUDKTF8/photos/AcnlKN3dHJpX7IoqMAV-y2OAMDIPYCQ_4_TIibSYNuq0ctA2H7ckTbYdySoFwLiTba4Zk0DTW6nYX0DTHffpH3DIiqtmQ8indFu4AbzccF59PQUlzda1_1rMVdCqOE7ZJmtipoe9IZqXZ9Cy_r4GFjt4p-D88ckAwQ2f_gfDliBhY-o1qREzH5CpMSYzCmhhj_Q9ZDo4YESThg79xdRTBSpslYfo30bfRGBzCn4sI5aVfEcutBRbxV8mvINIPg7RG2GGGhfkBrjPE7FPn3jVoAY4EJYHPCJApLUrmqS8bWHqVI44J2Xc2yDQv5BOgkdDbmDE10Cq_bZ2aNKCYJXkQ89vxrw6oKW2LzRGkf2sXx298fx78leJlyLKE95goO9w-6rlGzCbitAwpyZtJ1v8QrOzhZVAJgy0jiiaxYYEmEnh_l3Zy33Y/media?maxWidthPx=800&key=AIzaSyC8TIk0MnhD2IRSUvuND9nW3i6A344sGGI,"Golf club in Northland, North Island, offering a peaceful playing environment. Rated 4.7/5 (41 reviews) on Google.",50,120,"['coast', 'local', 'mid']",
120,Omakau Golf Club,ChIJEaO5oLrhKqgRtagq6OqCpoQ,"23 Alton Street, Omakau 9376, New Zealand",-45.0985474,169.5924222,South Island,Otago,+64 3 447 3814,http://www.omakaugolf.co.nz/,4.8,22,,https://maps.google.com/?cid=9558471204569524405&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://places.googleapis.com/v1/places/ChIJEaO5oLrhKqgRtagq6OqCpoQ/photos/AcnlKN3bm-N-f5yrb7bkPXbavAd4jKrA2Z1kVdJ7VBK88bA0FRT1meMg6kVhtcmATDcWmoLwrGYyOJi7PR0SAfQApTjrpgFd5po9rm4XBJAg0bqeOBnRRwrTk6ssaTeP0z1T8GqlvJlBGzyE1fg54Z6hMeQDDY93Z1zldcrQo1MCETM2wOqgmNKHdy1p6BacUxZ1OJq1yHEsgPkVAlEeud2bvWuZUMWv0Zk3OWrgUpaL87DXWtyKmpr7gM9HCNOFvl_WxIzDP2VmFsLsNQ-kOVw0nDZuWg2NZFWlLs765VlYyhPVqOSkA9ZXU73zPDKEYrRCRkjg8vaFA0u267r9_Wki_55nJouO4O7M9xbe9pwDt4CebPT9R35QN86-RajE-RXpXhCRD-7110cnSwjVob8wbkSwreK5oLs9xid79NyFANpaeQ/media?maxWidthPx=800&key=AIzaSyC8TIk0MnhD2IRSUvuND9nW3i6A344sGGI,"Golf club in Otago, South Island, offering a peaceful playing environment. Rated 4.8/5 (22 reviews) on Google.",80,180,"['coast', 'local', 'mid']",
121,Omanu Golf Club,ChIJjY-joCDZbW0RBde4_KhhgZU,"98 Matapihi Road, Mount Maunganui 3116, New Zealand",-37.6768966,176.21128779999998,North Island,Bay of Plenty,+64 7 575 5957,http://www.omanugolf.co.nz/,4.5,309,"['Monday: 7:00\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 7:30\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 7:30\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 7:30\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: 7:00\u202fAM\u2009–\u20095:00\u202fPM', 'Sunday: 7:30\u202fAM\u2009–\u20095:00\u202fPM']",https://maps.google.com/?cid=10772999162069309189&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://places.googleapis.com/v1/places/ChIJjY-joCDZbW0RBde4_KhhgZU/photos/AcnlKN2wLRr763dT8U9j_JddMXz7TuscLVhydpbwWBh4MYw2GmdsnQJ--TksPwd4FVtEVAS_1AN0EtjDw0dMHdpRaaS1YvSRzyWqswFRj2ur7PRkYzRHKXbYBjkbvon02Ko4ZnfwyqK3Booe9h6KWBugtpafUCWkKwXZp_6JCSF4Da801IMDmDOFUyY_9k-e2HwZ_xd-L4SF0zmfHM_8LYdd1ZAPO1QFS6O9VHP5pikLBaxGL6SJdvoZUSpeT0qbJsDWzml3cjbo7nL-gZOzgAsC1bOzt5YfzaXzKq32U0yodZvroQ/media?maxWidthPx=800&key=AIzaSyC8TIk0MnhD2IRSUvuND9nW3i6A344sGGI,"Golf club in Bay of Plenty, North Island, set against a scenic mountain backdrop. Rated 4.5/5 (309 reviews) on Google.",80,180,"['coast', 'local', 'mid']",
122,Omokoroa Golf Club,ChIJE26V6e7DbW0RJicGxiMBzmE,"67 Links View Drive, Ōmokoroa 3114, New Zealand",-37.642022399999995,176.0262594,North Island,Bay of Plenty,+64 7 548 0384,http://www.omokoroagolf.co.nz/,4.5,174,"['Monday: 7:00\u202fAM\u2009–\u20095:30\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u20095:30\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u20095:30\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u20095:30\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u20095:30\u202fPM', 'Saturday: 7:00\u202fAM\u2009–\u20095:30\u202fPM', 'Sunday: 7:00\u202fAM\u2009–\u20095:30\u202fPM']",https://maps.google.com/?cid=7047571720039180070&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://places.googleapis.com/v1/places/ChIJE26V6e7DbW0RJicGxiMBzmE/photos/AcnlKN3880-pEdPW7v3-y-QzDYXQMKNiTdXC4mORge7JUKgejg1mAPVLvz2yAfwCIYban5gFcRTlaHazQgq2BSECb4TZpqwIdbe_heaa-ZorI5j4o873o4I_2p7hmXiGl8V3CDVfcbAbeYVpBBeodhKFAMh1yLL08zhkmoCrjoC-X8ug9NrNCQrDruqe6E0hDDpNh_LEE1kjDVmt3Gcv-hhpNROPoCiY868JZlu0JWRCbsWjJ3ORDEb4UhszF4l8CFFcezABLw0f_U4tU3wdrUweItFVX3jh62huwFLIFy1-cK8GLyXSMcBLWp6r4Im9vXXsBdXiktD3-UTri-sxreQKzU_9QlUCN3P9d2QURHwOq2MnArrXf5V62uH9u0nQLCYRrmTjeTr8gDbnxNGTWG11t2msw7i9oF6PutfHqawXSYJJpg/media?maxWidthPx=800&key=AIzaSyC8TIk0MnhD2IRSUvuND9nW3i6A344sGGI,"Golf club in Bay of Plenty, North Island, offering a peaceful playing environment. Rated 4.5/5 (174 reviews) on Google.",80,180,"['coast', 'links', 'mid']",
123,Opunake Golf Club,ChIJZSpaOWjBFW0R_A7vDs7KoZM,"235 Namu Road, Ōpunake 4681, New Zealand",-39.4251412,173.8568076,North Island,Taranaki,+64 6 761 8070,https://www.taranakigolf.co.nz/clubs/opunake/,4.1,14,,https://maps.google.com/?cid=10638006781188443900&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://places.googleapis.com/v1/places/ChIJZSpaOWjBFW0R_A7vDs7KoZM/photos/AcnlKN011ZIrXxysaxc_d_naH-gyfdl2K63gz2DZ5w4gQfGconwE3FuX_mBuYJWE27qNEUoZozHdk5ApyJ3uhiz6cDIKc7RwMCfhZt_pB0Up16FAGMLSv_X8hTMITlsB6Usb0_X3kwmfXXUHOqwvbjABG1Y1icQPkwc0mIq5CsytCflmF3zsDZrbgJN3DzusJTr6t0HkirEGDc65q8819hEw6GQnAsFxEDvbZS1TCV_IEDqca1wufsmQgAgZkZMce37SRtfv_WJWGkq2gegxfrLwVTXDqGB4Y1eaI8NKSBF1KcdaQLbfCrowl6nJd-oQGggYEoD8PLf2xjZRWJ-METUh9pRjsxjLfmh31zyP1TVClwtYFNFMtbRyyWPDgh4Vg_YfcmtDRGzviSeOConMYpIg7YMXPiHdjY75e8_gOCWvPTiXGg/media?maxWidthPx=800&key=AIzaSyC8TIk0MnhD2IRSUvuND9nW3i6A344sGGI,"Golf club in Taranaki, North Island, offering a peaceful playing environment. Rated 4.1/5 (14 reviews) on Google.",35,80,"['coast', 'local', 'value']",
